experiment_id,session_id,point_id,point_role,node_id,timestamp,server_ts_ms,seq,rssi_raw_dbm,rssi_filtered_dbm,sample_count,error_flags,device_offset_db,pos_x,pos_y,pos_z,ap_bssid,ap_channel,valid,invalid_reason
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811548652,1784811548261,1695,-44.0,-45.0,,0,-2.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811548690,1784811548280,8,-50.0,-50.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811549063,1784811548653,1603,-47.0,-46.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811549642,1784811549232,9,-49.0,-50.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811549712,1784811549302,1696,-48.0,-47.0,,0,-2.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811550066,1784811549691,1604,-46.0,-46.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811550651,1784811550241,10,-52.0,-51.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811550821,1784811550409,1697,-43.0,-46.0,,0,-2.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811551082,1784811550680,1605,-47.0,-46.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811551661,1784811551249,11,-49.0,-50.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811551938,1784811551535,1698,-44.0,-45.0,,0,-2.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811552082,1784811551673,1606,-48.0,-47.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811552666,1784811552255,12,-49.0,-49.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811553099,1784811552689,1699,-44.0,-45.0,,0,-2.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811553119,1784811552706,1607,-48.0,-47.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-03,1784811553675,1784811553265,13,-48.0,-49.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,node-01,1784811554098,1784811553695,1608,-46.0,-47.0,,0,0.0,,,,,,1,
classroom_20260723_215645,classroom_20260723_215645__offset-01__1784811547911,offset-01,calibration,gw-01,1784811554164,1784811553752,1700,-45.0,-45.0,,0,-2.0,,,,,,1,
