object_id,vertex_index,x,y,z,coordinate_space
desk_right_05,4,13.918410425,6.760186554,1.216154772,metric
desk_right_05,5,14.175929462,7.188770204,1.216154772,metric
desk_right_05,6,11.733002655,8.656628718,1.216154772,metric
desk_right_05,7,11.475483618,8.228045068,1.216154772,metric
desk_right_06,0,13.747899083,8.320931851,0.689503289,metric
desk_right_06,1,14.005418120,8.749515502,0.689503289,metric
desk_right_06,2,12.162508423,9.856847363,0.689503289,metric
desk_right_06,3,11.904989386,9.428263712,0.689503289,metric
desk_right_06,4,13.747899083,8.320931851,1.399503289,metric
desk_right_06,5,14.005418120,8.749515502,1.399503289,metric
desk_right_06,6,12.162508423,9.856847363,1.399503289,metric
desk_right_06,7,11.904989386,9.428263712,1.399503289,metric
desk_left_01,0,4.878311487,3.380966050,0.269235423,metric
desk_left_01,1,4.613351855,3.804990098,0.269235423,metric
desk_left_01,2,2.959658067,2.771647532,0.269235423,metric
desk_left_01,3,3.224617699,2.347623484,0.269235423,metric
desk_left_01,4,4.878311487,3.380966050,0.509235423,metric
desk_left_01,5,4.613351855,3.804990098,0.509235423,metric
desk_left_01,6,2.959658067,2.771647532,0.509235423,metric
desk_left_01,7,3.224617699,2.347623484,0.509235423,metric
desk_left_02,0,4.573710372,4.585040052,0.353475886,metric
desk_left_02,1,4.323710372,5.018052754,0.353475886,metric
desk_left_02,2,1.509127810,3.393052754,0.353475886,metric
desk_left_02,3,1.759127810,2.960040052,0.353475886,metric
desk_left_02,4,4.573710372,4.585040052,0.683475886,metric
desk_left_02,5,4.323710372,5.018052754,0.683475886,metric
desk_left_02,6,1.509127810,3.393052754,0.683475886,metric
desk_left_02,7,1.759127810,2.960040052,0.683475886,metric
desk_left_03,0,4.236819264,5.868552569,0.442608699,metric
desk_left_03,1,3.986819264,6.301565271,0.442608699,metric
desk_left_03,2,1.172236702,4.676565271,0.442608699,metric
desk_left_03,3,1.422236702,4.243552569,0.442608699,metric
desk_left_03,4,4.236819264,5.868552569,0.842608699,metric
desk_left_03,5,3.986819264,6.301565271,0.842608699,metric
desk_left_03,6,1.172236702,4.676565271,0.842608699,metric
desk_left_03,7,1.422236702,4.243552569,0.842608699,metric
desk_left_04,0,3.867966631,7.087424070,0.527252554,metric
desk_left_04,1,3.617966631,7.520436772,0.527252554,metric
desk_left_04,2,0.803384069,5.895436772,0.527252554,metric
desk_left_04,3,1.053384069,5.462424070,0.527252554,metric
desk_left_04,4,3.867966631,7.087424070,1.017252554,metric
desk_left_04,5,3.617966631,7.520436772,1.017252554,metric
desk_left_04,6,0.803384069,5.895436772,1.017252554,metric
desk_left_04,7,1.053384069,5.462424070,1.017252554,metric
desk_left_05,0,3.211985869,8.163616079,0.601988110,metric
desk_left_05,1,2.961985869,8.596628781,0.601988110,metric
desk_left_05,2,1.013428711,7.471628781,0.601988110,metric
desk_left_05,3,1.263428711,7.038616079,0.601988110,metric
desk_left_05,4,3.211985869,8.163616079,1.181988110,metric
desk_left_05,5,2.961985869,8.596628781,1.181988110,metric
desk_left_05,6,1.013428711,7.471628781,1.181988110,metric
desk_left_05,7,1.263428711,7.038616079,1.181988110,metric
desk_left_06,0,2.741219806,9.289006817,0.680140244,metric
desk_left_06,1,2.491219806,9.722019519,0.680140244,metric
desk_left_06,2,0.932374080,8.822019519,0.680140244,metric
desk_left_06,3,1.182374080,8.389006817,0.680140244,metric
desk_left_06,4,2.741219806,9.289006817,1.440140244,metric
desk_left_06,5,2.491219806,9.722019519,1.440140244,metric
desk_left_06,6,0.932374080,8.822019519,1.440140244,metric
desk_left_06,7,1.182374080,8.389006817,1.440140244,metric
ap_tx_000,0,7.597213439,5.798312947,0.894084022,metric
ap_tx_000,1,7.847213439,5.798312947,0.894084022,metric
ap_tx_000,2,7.847213439,5.998312947,0.894084022,metric
ap_tx_000,3,7.597213439,5.998312947,0.894084022,metric
ap_tx_000,4,7.597213439,5.798312947,0.944084022,metric
ap_tx_000,5,7.847213439,5.798312947,0.944084022,metric
ap_tx_000,6,7.847213439,5.998312947,0.944084022,metric
ap_tx_000,7,7.597213439,5.998312947,0.944084022,metric
