object_id,vertex_index,x,y,z,coordinate_space
desk_left_03,2,3.954209550,1.290898165,-2.350408454,scene
desk_left_03,3,4.033274143,1.246414414,-2.050344646,scene
desk_left_03,4,2.013449192,0.872018946,-1.523662802,scene
desk_left_03,5,1.934384599,0.916502696,-1.823726609,scene
desk_left_03,6,3.963145962,1.030899134,-2.363880126,scene
desk_left_03,7,4.042210555,0.986415384,-2.063816318,scene
desk_left_04,0,1.629295684,1.177111695,-2.209001794,scene
desk_left_04,1,1.550231091,1.221595446,-2.509065602,scene
desk_left_04,2,3.578992454,1.335991883,-3.049219119,scene
desk_left_04,3,3.658057046,1.291508133,-2.749155311,scene
desk_left_04,4,1.640242788,0.858612883,-2.225504593,scene
desk_left_04,5,1.561178195,0.903096633,-2.525568401,scene
desk_left_04,6,3.589939558,1.017493071,-3.065721918,scene
desk_left_04,7,3.669004151,0.973009321,-2.765658110,scene
desk_left_05,0,1.450449607,1.241688783,-2.972665654,scene
desk_left_05,1,1.371385014,1.286172533,-3.272729462,scene
desk_left_05,2,2.775912111,1.365370067,-3.646681897,scene
desk_left_05,3,2.854976704,1.320886317,-3.346618089,scene
desk_left_05,4,1.463407404,0.864690189,-2.992199580,scene
desk_left_05,5,1.384342811,0.909173939,-3.292263387,scene
desk_left_05,6,2.788869908,0.988371473,-3.666215822,scene
desk_left_05,7,2.867934501,0.943887723,-3.366152014,scene
desk_left_06,0,1.164102980,1.293084931,-3.675691001,scene
desk_left_06,1,1.085038388,1.337568681,-3.975754809,scene
desk_left_06,2,2.208660065,1.400926708,-4.274916756,scene
desk_left_06,3,2.287724658,1.356442958,-3.974852949,scene
desk_left_06,4,1.181082163,0.799086773,-3.701287179,scene
desk_left_06,5,1.102017570,0.843570524,-4.001350987,scene
desk_left_06,6,2.225639248,0.906928551,-4.300512934,scene
desk_left_06,7,2.304703840,0.862444800,-4.000449127,scene
ap_tx_000,0,0.495191007,0.582466141,-0.002719205,scene
ap_tx_000,1,0.379806472,0.563724417,0.108280337,scene
ap_tx_000,2,0.289994267,0.575614149,0.020955293,scene
ap_tx_000,3,0.405378802,0.594355873,-0.090044248,scene
ap_tx_000,4,0.496308058,0.549966262,-0.004403164,scene
ap_tx_000,5,0.380923523,0.531224538,0.106596378,scene
ap_tx_000,6,0.291111318,0.543114271,0.019271334,scene
ap_tx_000,7,0.406495853,0.561855995,-0.091728207,scene
