point_id,point_role,node_id,x,y,z,sample_count,median_raw,median_filtered,mean_filtered,std_filtered,min_filtered,max_filtered,iqr_filtered,device_offset_db,corrected_rssi
offset-00,offset,gw-01,,,,27,-45.0,-46.0,-46.519,0.802,-48.0,-45.0,1.0,-2.0,-48.0
offset-00,offset,node-01,,,,30,-48.0,-48.0,-48.2,0.664,-49.0,-47.0,1.0,0.0,-48.0
offset-00,offset,node-03,,,,30,-48.0,-48.0,-47.9,0.403,-49.0,-47.0,0.0,0.0,-48.0
