grid_id,row,column,x,y,z,sionna_rssi_dbm,path_gain_linear
grid-r000-c000,0,0,0.19999980926513672,0.20000028610229492,0.44999998807907104,-37.62853910840573,1.726418531688978e-06
grid-r000-c001,0,1,0.40000009536743164,0.20000028610229492,0.44999998807907104,-37.47676375106437,1.7878193148135324e-06
grid-r000-c002,0,2,0.5999999046325684,0.20000028610229492,0.44999998807907104,-37.83807776594002,1.6450997009087587e-06
grid-r000-c003,0,3,0.7999997138977051,0.20000028610229492,0.44999998807907104,-37.65929196234272,1.7142367596534314e-06
grid-r000-c004,0,4,1.0,0.20000028610229492,0.44999998807907104,-37.76569658121797,1.6727473166611162e-06
grid-r000-c005,0,5,1.1999998092651367,0.20000028610229492,0.44999998807907104,-37.515156595930904,1.772084146978159e-06
grid-r000-c006,0,6,1.4000000953674316,0.20000028610229492,0.44999998807907104,-37.062381876375106,1.966807303688256e-06
grid-r000-c007,0,7,1.5999999046325684,0.20000028610229492,0.44999998807907104,-36.03241715822598,2.4932066935434705e-06
grid-r000-c008,0,8,1.799999713897705,0.20000028610229492,0.44999998807907104,-34.891417846901696,3.2423374705103924e-06
grid-r000-c009,0,9,2.0,0.20000028610229492,0.44999998807907104,-33.009531486665004,5.000884812034201e-06
grid-r000-c010,0,10,2.200000047683716,0.20000028610229492,0.44999998807907104,-31.335928354638682,7.3520282057870645e-06
grid-r000-c011,0,11,2.3999998569488525,0.20000028610229492,0.44999998807907104,-29.591186557016172,1.0987056157318875e-05
grid-r000-c012,0,12,2.5999999046325684,0.20000028610229492,0.44999998807907104,-28.175105339107454,1.5222622096189298e-05
grid-r000-c013,0,13,2.799999952316284,0.20000028610229492,0.44999998807907104,-27.174308007683635,1.9167664504493587e-05
grid-r000-c014,0,14,3.0,0.20000028610229492,0.44999998807907104,-26.672556878035927,2.1515146727324463e-05
grid-r000-c015,0,15,3.200000047683716,0.20000028610229492,0.44999998807907104,-26.577036586741436,2.199360096710734e-05
grid-r000-c016,0,16,3.3999998569488525,0.20000028610229492,0.44999998807907104,-26.849764581261738,2.0654921172535978e-05
grid-r000-c017,0,17,3.5999999046325684,0.20000028610229492,0.44999998807907104,-27.637577618503315,1.7228292563231662e-05
grid-r000-c018,0,18,3.799999952316284,0.20000028610229492,0.44999998807907104,-28.84613819302922,1.3043260878475849e-05
grid-r000-c019,0,19,4.0,0.20000028610229492,0.44999998807907104,-30.479180736406846,8.955336852523033e-06
grid-r000-c020,0,20,4.199999809265137,0.20000028610229492,0.44999998807907104,-32.18807071004572,6.042169843567535e-06
grid-r000-c021,0,21,4.400000095367432,0.20000028610229492,0.44999998807907104,-33.99251968885642,3.987934633187251e-06
grid-r000-c022,0,22,4.599999904632568,0.20000028610229492,0.44999998807907104,-35.60931271227004,2.7483290523377946e-06
